param fP :=
WINDNM 1S 6587 0.4922389221191406
WINDNM 1S 6588 0.34993475341796876
WINDNM 1S 6589 0.37597283935546877
WINDNM 1S 6590 0.12930351257324219
WINDNM 1S 6591 0.10668029022216798
WINDNM 1S 6592 0.08190950775146484
WINDNM 1S 6593 0.41781930541992185
WINDNM 1S 6594 0.5261917724609375
WINDNM 1S 6595 0.6109518432617187
WINDNM 1S 6596 0.8210330810546875
WINDNM 1S 6597 0.4742454528808594
WINDNM 1S 6598 0.5761637573242188
WINDNM 1S 6599 0.37307867431640623
WINDNM 1S 6600 0.18165818786621094
WINDNM 1S 6601 0.14632740783691406
WINDNM 1S 6602 0.26510369873046874
WINDNM 1S 6603 0.9925401611328125
WINDNM 1S 6604 1.0
WINDNM 1S 6605 1.0
WINDNM 1S 6606 1.0
WINDNM 1S 6607 1.0
WINDNM 1S 6608 1.0
WINDNM 1S 6609 1.0
WINDNM 1S 6610 0.619767822265625
WINDNM 1S 6611 0.5315275268554688
WINDNM 1S 6612 0.9653075561523438
WINDNM 1S 6613 0.8923473510742187
WINDNM 1S 6614 0.9503950805664062
WINDNM 1S 6615 1.0
WINDNM 1S 6616 1.0
WINDNM 1S 6617 1.0
WINDNM 1S 6618 1.0
WINDNM 1S 6619 1.0
WINDNM 1S 6620 1.0
WINDNM 1S 6621 1.0
WINDNM 1S 6622 1.0
WINDNM 1S 6623 0.9469588012695312
WINDNM 1S 6624 1.0
WINDNM 1S 6625 0.8622023315429688
WINDNM 1S 6626 0.81778515625
WINDNM 1S 6627 0.615177734375
WINDNM 1S 6628 0.4871259765625
WINDNM 1S 6629 0.36636322021484374
WINDNM 1S 6630 0.24690509033203126
WINDNM 1S 6631 0.23130516052246095
WINDNM 1S 6632 0.15609219360351562
WINDNM 1S 6633 0.09730223083496094
WINDNM 1S 6634 0.06375115585327149
WINDNM 1S 6635 0.030993906021118164
WINDNM 1S 6636 0.0
WINDNM 1S 6637 0.002655104398727417
WINDNM 1S 6638 0.022059972763061524
WINDNM 1S 6639 0.06728825378417969
WINDNM 1S 6640 0.07536134338378907
WINDNM 1S 6641 0.1515732421875
WINDNM 1S 6642 0.1929869384765625
WINDNM 1S 6643 0.148546142578125
WINDNM 1S 6644 0.1774947967529297
WINDNM 1S 6645 0.23007293701171874
WINDNM 1S 6646 0.3382016296386719
WINDNM 1S 6647 0.29518450927734374
WINDNM 1S 6648 0.4292796630859375
WINDNM 1S 6649 0.5035518798828125
WINDNM 1S 6650 0.560659912109375
WINDNM 1S 6651 0.47685281372070315
WINDNM 1S 6652 0.4796930847167969
WINDNM 1S 6653 0.3567145080566406
WINDNM 1S 6654 0.24487394714355468
WINDNM 1S 6655 0.17574507141113282
WINDNM 1S 6656 0.0888468475341797
WINDNM 1S 6657 0.051114978790283205
WINDNM 1S 6658 0.04061130523681641
WINDNM 1S 6659 0.05508975982666016
WINDNM 1S 6660 0.030367740631103514
WINDNM 1S 6661 0.03857417297363281
WINDNM 1S 6662 0.05889464569091797
WINDNM 1S 6663 0.04750722122192383
WINDNM 1S 6664 0.041533653259277346
WINDNM 1S 6665 0.006983492374420166
WINDNM 1S 6666 0.031814289093017575
WINDNM 1S 6667 0.0
WINDNM 1S 6668 0.07528252410888672
WINDNM 1S 6669 0.03364605331420899
WINDNM 1S 6670 0.11467562866210937
WINDNM 1S 6671 0.1267520294189453
WINDNM 1S 6672 0.1508284454345703
WINDNM 1S 6673 0.22817594909667968
WINDNM 1S 6674 0.1669394989013672
WINDNM 1S 6675 0.15875814819335937
WINDNM 1S 6676 0.10864613342285157
WINDNM 1S 6677 0.06671748352050781
WINDNM 1S 6678 0.0007026950120925903
WINDNM 1S 6679 0.03853610992431641
WINDNM 1S 6680 0.0
WINDNM 1S 6681 0.0
WINDNM 1S 6682 0.01989873695373535
WINDNM 1S 6683 0.8002476806640625
WINDNM 1S 6684 0.46598260498046873
WINDNM 1S 6685 0.23338253784179688
WINDNM 1S 6686 0.158854736328125
WINDNM 1S 6687 0.09705815887451172
WINDNM 1S 6688 0.15706509399414062
WINDNM 1S 6689 0.09718010711669922
WINDNM 1S 6690 0.03798991775512695
WINDNM 1S 6691 0.002670746088027954
WINDNM 1S 6692 0.020331127166748047
WINDNM 1S 6693 0.017703351974487306
WINDNM 1S 6694 0.07197270202636719
WINDNM 1S 6695 0.12202463531494141
WINDNM 1S 6696 0.15807807922363282
WINDNM 1S 6697 0.30271401977539064
WINDNM 1S 6698 0.3275147705078125
WINDNM 1S 6699 0.3087263488769531
WINDNM 1S 6700 0.23436329650878907
WINDNM 1S 6701 0.09185906982421875
WINDNM 1S 6702 0.12370668029785156
WINDNM 1S 6703 0.3172788696289062
WINDNM 1S 6704 0.9529240112304688
WINDNM 1S 6705 0.44381988525390625
WINDNM 1S 6706 0.4449695739746094
WINDNM 1S 6707 0.30066915893554685
WINDNM 1S 6708 0.24115371704101562
WINDNM 1S 6709 0.33673135375976565
WINDNM 1S 6710 0.37861572265625
WINDNM 1S 6711 0.423750244140625
WINDNM 1S 6712 0.464822265625
WINDNM 1S 6713 0.2936364440917969
WINDNM 1S 6714 0.09358978271484375
WINDNM 1S 6715 0.18897665405273437
WINDNM 1S 6716 0.3634653625488281
WINDNM 1S 6717 0.4823538513183594
WINDNM 1S 6718 0.15797250366210938
WINDNM 1S 6719 0.2618814697265625
WINDNM 1S 6720 0.21703562927246095
WINDNM 1S 6721 0.5439633178710938
WINDNM 1S 6722 0.412306396484375
WINDNM 1S 6723 0.22384471130371095
WINDNM 1S 6724 0.1936929931640625
WINDNM 1S 6725 0.26765447998046876
WINDNM 1S 6726 0.1715181427001953
WINDNM 1S 6727 0.12482353973388671
WINDNM 1S 6728 0.09070726776123048
WINDNM 1S 6729 0.08428716278076172
WINDNM 1S 6730 0.06621273803710938
WINDNM 1S 6731 0.2701578063964844
WINDNM 1S 6732 0.5287523193359375
WINDNM 1S 6733 0.8417057495117187
WINDNM 1S 6734 0.89417724609375
WINDNM 1S 6735 0.5679180297851563
WINDNM 1S 6736 0.5349116821289063
WINDNM 1S 6737 0.3801401062011719
WINDNM 1S 6738 0.10386707305908204
WINDNM 1S 6739 0.13354257202148437
WINDNM 1S 6740 0.20710360717773438
WINDNM 1S 6741 0.13621478271484375
WINDNM 1S 6742 0.3937516174316406
WINDNM 1S 6743 0.30975094604492187
WINDNM 1S 6744 0.46917373657226563
WINDNM 1S 6745 0.36276116943359377
WINDNM 1S 6746 0.08427043151855469
WINDNM 1S 6747 0.745442138671875
WINDNM 1S 6748 0.5510314331054688
WINDNM 1S 6749 0.3027541198730469
WINDNM 1S 6750 0.2722220458984375
WINDNM 1S 6751 0.18840545654296875
WINDNM 1S 6752 0.20328955078125
WINDNM 1S 6753 0.17100022888183594
WINDNM 1S 6754 0.281607666015625
WINDNM 1S 6755 0.22653298950195314
WINDNM 1S 6756 0.13370501708984375
WINDNM 1S 6757 0.08153682708740234
WINDNM 1S 6758 0.03889867401123047
WINDNM 1S 6759 0.01603945541381836
WINDNM 1S 6760 0.0014923055171966553
WINDNM 1S 6761 0.0
WINDNM 1S 6762 0.0
WINDNM 1S 6763 0.0
WINDNM 1S 6764 0.006787621974945068
WINDNM 1S 6765 0.027947704315185548
WINDNM 1S 6766 0.11398390197753906
WINDNM 1S 6767 0.12530667114257812
WINDNM 1S 6768 0.18973350524902344
WINDNM 1S 6769 0.2519494934082031
WINDNM 1S 6770 0.27764947509765625
WINDNM 1S 6771 0.20644261169433595
WINDNM 1S 6772 0.21328184509277343
WINDNM 1S 6773 0.21032666015625
WINDNM 1S 6774 0.15084701538085937
WINDNM 1S 6775 0.11892805480957032
WINDNM 1S 6776 0.15541380310058595
WINDNM 1S 6777 0.09992230224609375
WINDNM 1S 6778 0.028673934936523437
WINDNM 1S 6779 0.039699954986572264
WINDNM 1S 6780 0.04367462158203125
WINDNM 1S 6781 0.11766348266601563
WINDNM 1S 6782 0.14602272033691407
WINDNM 1S 6783 0.10268535614013671
WINDNM 1S 6784 0.14662403869628907
WINDNM 1S 6785 0.14809259033203126
WINDNM 1S 6786 0.11390643310546875
WINDNM 1S 6787 0.13634530639648437
WINDNM 1S 6788 0.025870061874389647
WINDNM 1S 6789 0.014047896385192871
WINDNM 1S 6790 0.04363772964477539
WINDNM 1S 6791 0.5617982177734375
WINDNM 1S 6792 0.9318580932617188
WINDNM 1S 6793 0.6469669799804687
WINDNM 1S 6794 0.9746734619140625
WINDNM 1S 6795 1.0
WINDNM 1S 6796 0.9971627197265625
WINDNM 1S 6797 0.8900881958007812
WINDNM 1S 6798 0.7077356567382812
WINDNM 1S 6799 1.0
WINDNM 1S 6800 1.0
WINDNM 1S 6801 0.38178680419921873
WINDNM 1S 6802 0.237289794921875
WINDNM 1S 6803 0.14154835510253908
WINDNM 1S 6804 0.1357737579345703
WINDNM 1S 6805 0.1086156234741211
WINDNM 1S 6806 0.0927840805053711
WINDNM 1S 6807 0.05560670852661133
WINDNM 1S 6808 0.0681082992553711
WINDNM 1S 6809 0.119063720703125
WINDNM 1S 6810 0.21056150817871094
WINDNM 1S 6811 0.26988385009765625
WINDNM 1S 6812 0.44482391357421874
WINDNM 1S 6813 0.37029461669921876
WINDNM 1S 6814 0.7225036010742187
WINDNM 1S 6815 0.5811642456054688
WINDNM 1S 6816 0.9115599365234375
WINDNM 1S 6817 0.8406135864257812
WINDNM 1S 6818 0.6141336669921875
WINDNM 1S 6819 0.6508998413085938
WINDNM 1S 6820 0.51590185546875
WINDNM 1S 6821 0.5187488403320313
WINDNM 1S 6822 0.2928040771484375
WINDNM 1S 6823 0.15098321533203124
WINDNM 1S 6824 0.13238005065917968
WINDNM 1S 6825 0.06794397735595703
WINDNM 1S 6826 0.07087678527832031
WINDNM 1S 6827 0.06487126159667969
WINDNM 1S 6828 0.07338466644287109
WINDNM 1S 6829 0.04019140243530273
WINDNM 1S 6830 0.2300255584716797
WINDNM 1S 6831 0.09465126037597656
WINDNM 1S 6832 0.18232684326171875
WINDNM 1S 6833 0.321474609375
WINDNM 1S 6834 0.10372151184082032
WINDNM 1S 6835 0.038243560791015624
WINDNM 1S 6836 0.3122138671875
WINDNM 1S 6837 0.2106312713623047
WINDNM 1S 6838 0.32021786499023436
WINDNM 1S 6839 1.0
WINDNM 1S 6840 0.8781624145507813
WINDNM 1S 6841 1.0
WINDNM 1S 6842 1.0
WINDNM 1S 6843 0.95731103515625
WINDNM 1S 6844 1.0
WINDNM 1S 6845 1.0
WINDNM 1S 6846 0.9583887939453125
WINDNM 1S 6847 0.9862374267578125
WINDNM 1S 6848 1.0
WINDNM 1S 6849 1.0
WINDNM 1S 6850 1.0
WINDNM 1S 6851 1.0
WINDNM 1S 6852 1.0
WINDNM 1S 6853 1.0
WINDNM 1S 6854 1.0
WINDNM 1S 6855 1.0
WINDNM 1S 6856 1.0
WINDNM 1S 6857 1.0
WINDNM 1S 6858 0.9571853637695312
WINDNM 1S 6859 0.5654681396484375
WINDNM 1S 6860 0.45618692016601564
WINDNM 1S 6861 0.4403927001953125
WINDNM 1S 6862 0.3683652954101562
WINDNM 1S 6863 0.30246728515625
WINDNM 1S 6864 0.3283109741210937
WINDNM 1S 6865 0.9798727416992188
WINDNM 1S 6866 0.933927978515625
WINDNM 1S 6867 0.9771185913085938
WINDNM 1S 6868 0.56630029296875
WINDNM 1S 6869 0.4876139221191406
WINDNM 1S 6870 0.6174942626953125
WINDNM 1S 6871 0.40417919921875
WINDNM 1S 6872 0.4689170837402344
WINDNM 1S 6873 0.10753812408447265
WINDNM 1S 6874 0.11495476531982422
WINDNM 1S 6875 0.1506859893798828
WINDNM 1S 6876 0.37661651611328123
WINDNM 1S 6877 0.37061318969726564
WINDNM 1S 6878 0.597318359375
WINDNM 1S 6879 0.6703944091796875
WINDNM 1S 6880 0.597593017578125
WINDNM 1S 6881 0.5382716674804687
WINDNM 1S 6882 0.4424472351074219
WINDNM 1S 6883 0.26559201049804687
WINDNM 1S 6884 0.15517625427246093
WINDNM 1S 6885 0.9751963500976563
WINDNM 1S 6886 0.9431176147460938
WINDNM 1S 6887 0.2122408447265625
WINDNM 1S 6888 0.36507110595703124
WINDNM 1S 6889 0.31914999389648435
WINDNM 1S 6890 0.38802362060546874
WINDNM 1S 6891 0.39404840087890625
WINDNM 1S 6892 0.4297680053710938
WINDNM 1S 6893 0.2448512420654297
WINDNM 1S 6894 0.12135379028320313
WINDNM 1S 6895 0.40077761840820314
WINDNM 1S 6896 0.424075927734375
WINDNM 1S 6897 0.3035072021484375
WINDNM 1S 6898 0.6867203979492188
WINDNM 1S 6899 0.20955757141113282
WINDNM 1S 6900 0.6116102905273437
WINDNM 1S 6901 0.66141015625
WINDNM 1S 6902 0.9741835327148437
WINDNM 1S 6903 1.0
WINDNM 1S 6904 0.89716650390625
WINDNM 1S 6905 0.7560232543945312
WINDNM 1S 6906 0.6225192260742187
WINDNM 1S 6907 0.6632197265625
WINDNM 1S 6908 0.38305130004882815
WINDNM 1S 6909 0.6765843505859375
WINDNM 1S 6910 0.2718118896484375
WINDNM 1S 6911 0.19229313659667968
WINDNM 1S 6912 0.0959591064453125
WINDNM 1S 6913 0.16094390869140626
WINDNM 1S 6914 0.051971416473388675
WINDNM 1S 6915 0.11374144744873046
WINDNM 1S 6916 0.35623046875
WINDNM 1S 6917 0.9507228393554688
WINDNM 1S 6918 0.5184636840820313
WINDNM 1S 6919 0.197626708984375
WINDNM 1S 6920 0.9014205322265625
WINDNM 1S 6921 0.833457763671875
WINDNM 1S 6922 0.2292893524169922
WINDNM 1S 6923 0.9306616821289062
WINDNM 1S 6924 0.34778619384765624
WINDNM 1S 6925 0.9820167846679687
WINDNM 1S 6926 1.0
WINDNM 1S 6927 1.0
WINDNM 1S 6928 1.0
WINDNM 1S 6929 1.0
WINDNM 1S 6930 0.9621566162109375
WINDNM 1S 6931 0.39716146850585937
WINDNM 1S 6932 1.0
WINDNM 1S 6933 1.0
WINDNM 1S 6934 1.0
WINDNM 1S 6935 1.0
WINDNM 1S 6936 1.0
WINDNM 1S 6937 1.0
WINDNM 1S 6938 0.951432373046875
WINDNM 1S 6939 1.0
WINDNM 1S 6940 1.0
WINDNM 1S 6941 1.0
WINDNM 1S 6942 0.65749267578125
WINDNM 1S 6943 1.0
WINDNM 1S 6944 0.8993231201171875
WINDNM 1S 6945 1.0
WINDNM 1S 6946 1.0
WINDNM 1S 6947 1.0
WINDNM 1S 6948 1.0
WINDNM 1S 6949 1.0
WINDNM 1S 6950 1.0
WINDNM 1S 6951 1.0
WINDNM 1S 6952 1.0
WINDNM 1S 6953 1.0
WINDNM 1S 6954 1.0
WINDNM 1S 6955 0.33953125
WINDNM 1S 6956 0.565233154296875
WINDNM 1S 6957 0.7158651123046875
WINDNM 1S 6958 0.9050706787109375
WINDNM 1S 6959 0.9983341064453125
WINDNM 1S 6960 1.0
WINDNM 1S 6961 0.9978480224609375
WINDNM 1S 6962 1.0
WINDNM 1S 6963 1.0
WINDNM 1S 6964 1.0
WINDNM 1S 6965 1.0
WINDNM 1S 6966 1.0
WINDNM 1S 6967 0.95026123046875
WINDNM 1S 6968 0.9733660278320313
WINDNM 1S 6969 1.0
WINDNM 1S 6970 1.0
WINDNM 1S 6971 1.0
WINDNM 1S 6972 1.0
WINDNM 1S 6973 1.0
WINDNM 1S 6974 1.0
WINDNM 1S 6975 1.0
WINDNM 1S 6976 1.0
WINDNM 1S 6977 1.0
WINDNM 1S 6978 1.0
WINDNM 1S 6979 0.6115615844726563
WINDNM 1S 6980 1.0
WINDNM 1S 6981 0.841920166015625
WINDNM 1S 6982 0.022382299423217775
WINDNM 1S 6983 0.1784390869140625
WINDNM 1S 6984 0.1675981903076172
WINDNM 1S 6985 0.3301885681152344
WINDNM 1S 6986 0.17829359436035155
WINDNM 1S 6987 0.0824160919189453
WINDNM 1S 6988 0.13907772827148437
WINDNM 1S 6989 0.7105230102539063
WINDNM 1S 6990 0.595374267578125
WINDNM 1S 6991 0.5705914916992187
WINDNM 1S 6992 0.9777101440429687
WINDNM 1S 6993 1.0
WINDNM 1S 6994 0.6944592895507813
WINDNM 1S 6995 0.6583507080078125
WINDNM 1S 6996 0.7878811645507813
WINDNM 1S 6997 0.6781217041015625
WINDNM 1S 6998 0.6431697998046875
WINDNM 1S 6999 0.699932861328125
WINDNM 1S 7000 0.465331787109375
WINDNM 1S 7001 0.38484634399414064
WINDNM 1S 7002 0.03481719589233399
WINDNM 1S 7003 1.0
WINDNM 1S 7004 1.0
WINDNM 1S 7005 0.9911008911132813
WINDNM 1S 7006 0.9646697387695312
WINDNM 1S 7007 0.2284793243408203
WINDNM 1S 7008 0.542294677734375
WINDNM 1S 7009 0.963416748046875
WINDNM 1S 7010 1.0
WINDNM 1S 7011 0.9959253540039062
WINDNM 1S 7012 1.0
WINDNM 1S 7013 1.0
WINDNM 1S 7014 0.8096548461914063
WINDNM 1S 7015 0.4044577941894531
WINDNM 1S 7016 0.60166357421875
WINDNM 1S 7017 0.45831369018554685
WINDNM 1S 7018 0.19725767517089843
WINDNM 1S 7019 0.13867373657226562
WINDNM 1S 7020 0.770635009765625
WINDNM 1S 7021 0.9464819946289063
WINDNM 1S 7022 0.6778441162109375
WINDNM 1S 7023 0.3104229431152344
WINDNM 1S 7024 0.4735318603515625
WINDNM 1S 7025 0.49793386840820314
WINDNM 1S 7026 0.43091363525390625
WINDNM 1S 7027 0.21360919189453126
WINDNM 1S 7028 0.34060748291015625
WINDNM 1S 7029 0.21364419555664063
WINDNM 1S 7030 0.2167712860107422
WINDNM 1S 7031 0.036328006744384765
WINDNM 1S 7032 0.01577791404724121
WINDNM 1S 7033 0.005720814704895019
WINDNM 1S 7034 0.09442293548583984
WINDNM 1S 7035 0.0012826489210128783
WINDNM 1S 7036 0.06141640853881836
WINDNM 1S 7037 0.07022588348388673
WINDNM 1S 7038 0.020431270599365236
WINDNM 1S 7039 0.06656450653076172
WINDNM 1S 7040 0.16928335571289063
WINDNM 1S 7041 0.21675657653808594
WINDNM 1S 7042 0.18372561645507812
WINDNM 1S 7043 0.24495323181152343
WINDNM 1S 7044 0.12950013732910157
WINDNM 1S 7045 0.10447066497802734
WINDNM 1S 7046 0.05525185394287109
WINDNM 1S 7047 0.0733614730834961
WINDNM 1S 7048 0.09260380554199218
WINDNM 1S 7049 0.14406900024414063
WINDNM 1S 7050 0.18915240478515624
WINDNM 1S 7051 0.2113804168701172
WINDNM 1S 7052 0.058571441650390625
WINDNM 1S 7053 0.054702671051025394
WINDNM 1S 7054 0.1184604263305664
WINDNM 1S 7055 0.12318705749511719
WINDNM 1S 7056 0.11896310424804687
WINDNM 1S 7057 0.059698188781738284
WINDNM 1S 7058 0.01544262981414795
WINDNM 1S 7059 0.07169297027587891
WINDNM 1S 7060 0.08649317932128907
WINDNM 1S 7061 0.11705319976806641
WINDNM 1S 7062 0.19333364868164063
WINDNM 1S 7063 0.3132798156738281
WINDNM 1S 7064 0.2863109436035156
WINDNM 1S 7065 0.12504930877685547
WINDNM 1S 7066 0.08678765869140626
WINDNM 1S 7067 0.11661016845703125
WINDNM 1S 7068 0.13218867492675782
WINDNM 1S 7069 0.16362937927246093
WINDNM 1S 7070 0.24657203674316405
WINDNM 1S 7071 0.4923154296875
WINDNM 1S 7072 0.42560504150390627
WINDNM 1S 7073 0.24445884704589843
WINDNM 1S 7074 0.13989247131347657
WINDNM 1S 7075 0.10633979797363281
WINDNM 1S 7076 0.053073001861572267
WINDNM 1S 7077 0.13863990783691407
WINDNM 1S 7078 0.10598088836669922
WINDNM 1S 7079 0.13850881958007813
WINDNM 1S 7080 0.06069482040405273
WINDNM 1S 7081 0.0967319564819336
WINDNM 1S 7082 0.10234375762939453
WINDNM 1S 7083 0.11353745269775391
WINDNM 1S 7084 0.12045026397705078
WINDNM 1S 7085 0.394417724609375
WINDNM 1S 7086 0.18538526916503906
WINDNM 1S 7087 0.10429053497314453
WINDNM 1S 7088 0.10242255401611328
WINDNM 1S 7089 0.07379287719726563
WINDNM 1S 7090 0.0294959774017334
WINDNM 1S 7091 0.0
WINDNM 1S 7092 0.016932035446166994
WINDNM 1S 7093 0.13479495239257813
WINDNM 1S 7094 0.24180613708496093
WINDNM 1S 7095 0.3970234985351562
WINDNM 1S 7096 0.22964537048339845
WINDNM 1S 7097 0.06936691284179687
WINDNM 1S 7098 0.2578041687011719
WINDNM 1S 7099 0.3764322509765625
WINDNM 1S 7100 0.13612841796875
WINDNM 1S 7101 0.14879159545898438
WINDNM 1S 7102 0.2680621032714844
WINDNM 1S 7103 0.10435169219970702
WINDNM 1S 7104 0.14540090942382813
WINDNM 1S 7105 0.12118131256103516
WINDNM 1S 7106 0.08027803039550781
WINDNM 1S 7107 0.08529312896728515
WINDNM 1S 7108 0.044189598083496096
WINDNM 1S 7109 0.03196835517883301
WINDNM 1S 7110 0.019220125198364257
WINDNM 1S 7111 0.04994607162475586
WINDNM 1S 7112 0.018065870285034178
WINDNM 1S 7113 0.055590717315673825
WINDNM 1S 7114 0.03099675941467285
WINDNM 1S 7115 0.062010387420654296
WINDNM 1S 7116 0.08718328094482422
WINDNM 1S 7117 0.12887966918945312
WINDNM 1S 7118 0.17693527221679686
WINDNM 1S 7119 0.27948281860351565
WINDNM 1S 7120 0.4442128601074219
WINDNM 1S 7121 0.5009512023925782
WINDNM 1S 7122 1.0
WINDNM 1S 7123 0.6531334838867188
WINDNM 1S 7124 0.8366376953125
WINDNM 1S 7125 0.7093753662109376
WINDNM 1S 7126 0.8103605346679688
WINDNM 1S 7127 0.6088748779296875
WINDNM 1S 7128 0.35188363647460935
WINDNM 1S 7129 0.20933042907714844
WINDNM 1S 7130 0.052121826171875
WINDNM 1S 7131 0.5570414428710937
WINDNM 1S 7132 0.4899283752441406
WINDNM 1S 7133 0.43103738403320313
WINDNM 1S 7134 0.2351392822265625
WINDNM 1S 7135 0.14666177368164063
WINDNM 1S 7136 0.0665898208618164
WINDNM 1S 7137 0.011866682052612305
WINDNM 1S 7138 0.0
WINDNM 1S 7139 0.0
WINDNM 1S 7140 0.0
WINDNM 1S 7141 0.0
WINDNM 1S 7142 0.0
WINDNM 1S 7143 0.036588157653808594
WINDNM 1S 7144 0.00988451099395752
WINDNM 1S 7145 0.0410478401184082
WINDNM 1S 7146 0.013193930625915527
WINDNM 1S 7147 0.026838523864746094
WINDNM 1S 7148 0.09868083190917969
WINDNM 1S 7149 0.26189154052734376
WINDNM 1S 7150 0.19046768188476562
WINDNM 1S 7151 0.1505577850341797
WINDNM 1S 7152 0.14788053894042968
WINDNM 1S 7153 0.00953470516204834
WINDNM 1S 7154 0.05123323822021485
WINDNM 1S 7155 0.017544294357299806
WINDNM 1S 7156 0.04537271499633789
WINDNM 1S 7157 0.03627002716064453
WINDNM 1S 7158 0.016942604064941406
WINDNM 1S 7159 0.0
WINDNM 1S 7160 0.009977575302124023
WINDNM 1S 7161 0.0597904052734375
WINDNM 1S 7162 0.1407723388671875
WINDNM 1S 7163 0.1631665344238281
WINDNM 1S 7164 0.13002799987792968
WINDNM 1S 7165 0.08983567047119141
WINDNM 1S 7166 0.07609901428222657
WINDNM 1S 7167 0.19835569763183594
WINDNM 1S 7168 0.26801510620117186
WINDNM 1S 7169 0.35854818725585935
WINDNM 1S 7170 0.5323801879882812
WINDNM 1S 7171 0.38803448486328124
WINDNM 1S 7172 0.22250907897949218
WINDNM 1S 7173 0.1192347640991211
WINDNM 1S 7174 0.14360279846191407
WINDNM 1S 7175 0.11733812713623047
WINDNM 1S 7176 0.1564292297363281
WINDNM 1S 7177 0.1118700180053711
WINDNM 1S 7178 0.052770301818847655
WINDNM 1S 7179 0.14119189453125
WINDNM 1S 7180 0.034875373840332034
WINDNM 1S 7181 0.08961911773681641
WINDNM 1S 7182 0.4573382873535156
WINDNM 1S 7183 0.4282757568359375
WINDNM 1S 7184 0.5943909301757813
WINDNM 1S 7185 1.0
WINDNM 1S 7186 0.72090478515625
WINDNM 1S 7187 0.5319324951171875
WINDNM 1S 7188 0.5161346435546875
WINDNM 1S 7189 0.69388818359375
WINDNM 1S 7190 0.374416259765625
WINDNM 1S 7191 0.4216458435058594
WINDNM 1S 7192 0.55375830078125
WINDNM 1S 7193 0.14258493041992187
WINDNM 1S 7194 0.03826912307739258
WINDNM 1S 7195 0.1093954849243164
WINDNM 1S 7196 0.1875948486328125
WINDNM 1S 7197 0.11138801574707032
WINDNM 1S 7198 0.26598989868164064
WINDNM 1S 7199 0.43225946044921876
WINDNM 1S 7200 0.4350791015625
WINDNM 1S 7201 0.3939483642578125
WINDNM 1S 7202 0.43887106323242187
WINDNM 1S 7203 0.25231085205078124
WINDNM 1S 7204 0.035465030670166015
WINDNM 1S 7205 0.12905625915527344
WINDNM 1S 7206 0.19079403686523438
WINDNM 1S 7207 0.23996006774902343
WINDNM 1S 7208 0.23827827453613282
WINDNM 1S 7209 0.1418713836669922
WINDNM 1S 7210 0.13869432067871093
WINDNM 1S 7211 0.09479791259765626
WINDNM 1S 7212 0.1151414794921875
WINDNM 1S 7213 0.9757193603515625
WINDNM 1S 7214 0.94610009765625
WINDNM 1S 7215 0.969031982421875
WINDNM 1S 7216 0.820743896484375
WINDNM 1S 7217 0.879022705078125
WINDNM 1S 7218 0.1006608657836914
WINDNM 1S 7219 0.2915051574707031
WINDNM 1S 7220 0.5065176086425781
WINDNM 1S 7221 0.8772882080078125
WINDNM 1S 7222 0.8471828002929688
WINDNM 1S 7223 0.5963800048828125
WINDNM 1S 7224 0.6758806762695313
WINDNM 1S 7225 0.5980269775390625
WINDNM 1S 7226 0.6098782958984375
WINDNM 1S 7227 0.7594995727539062
WINDNM 1S 7228 0.5716505737304688
WINDNM 1S 7229 0.7646016845703125
WINDNM 1S 7230 0.9856735229492187
WINDNM 1S 7231 0.9622811889648437
WINDNM 1S 7232 0.7026377563476562
WINDNM 1S 7233 0.42086795043945313
WINDNM 1S 7234 0.9742791137695312
WINDNM 1S 7235 1.0
WINDNM 1S 7236 1.0
WINDNM 1S 7237 1.0
WINDNM 1S 7238 1.0
WINDNM 1S 7239 0.5535610961914063
WINDNM 1S 7240 0.3685743713378906
WINDNM 1S 7241 1.0
WINDNM 1S 7242 1.0
WINDNM 1S 7243 1.0
WINDNM 1S 7244 1.0
WINDNM 1S 7245 1.0
WINDNM 1S 7246 0.9834393920898438
WINDNM 1S 7247 1.0
WINDNM 1S 7248 1.0
WINDNM 1S 7249 1.0
WINDNM 1S 7250 1.0
WINDNM 1S 7251 1.0
WINDNM 1S 7252 1.0
WINDNM 1S 7253 1.0
WINDNM 1S 7254 1.0
WINDNM 1S 7255 1.0
WINDNM 1S 7256 1.0
WINDNM 1S 7257 1.0
WINDNM 1S 7258 1.0
WINDNM 1S 7259 0.9580656127929688
WINDNM 1S 7260 0.9499723510742187
WINDNM 1S 7261 0.6205681762695312
WINDNM 1S 7262 0.4349141845703125
WINDNM 1S 7263 0.4652354125976563
WINDNM 1S 7264 0.5058358459472656
WINDNM 1S 7265 0.25583543395996095
WINDNM 1S 7266 0.15315818786621094
WINDNM 1S 7267 0.11418193054199219
WINDNM 1S 7268 0.06136832809448242
WINDNM 1S 7269 0.13594601440429688
WINDNM 1S 7270 0.5881248168945312
WINDNM 1S 7271 0.7553441162109376
WINDNM 1S 7272 0.9493856811523438
WINDNM 1S 7273 0.9711082153320313
WINDNM 1S 7274 1.0
WINDNM 1S 7275 1.0
WINDNM 1S 7276 1.0
WINDNM 1S 7277 1.0
WINDNM 1S 7278 1.0
WINDNM 1S 7279 1.0
WINDNM 1S 7280 1.0
WINDNM 1S 7281 1.0
WINDNM 1S 7282 1.0
WINDNM 1S 7283 0.7244496459960937
WINDNM 1S 7284 0.9048883056640625
WINDNM 1S 7285 0.9506627807617187
WINDNM 1S 7286 0.673532470703125
